NOMBRE,Municipio,Descripcion Tipo Rnt,Categoria,TIPO DE ESTABLECIMIENTO,Estado Rnt,TOTAL
TURISTICAS EL TANGO,PEREIRA,ESTABLECIMIENTO,VIVIENDAS TURÍSTICAS,FINCAS TURISTICAS (ALOJAMIENTO RURAL),ACTIVO,1
SEDE RECREACIONAL LOS ALAMOS,PEREIRA,ESTABLECIMIENTO,VIVIENDAS TURÍSTICAS,FINCAS TURISTICAS (ALOJAMIENTO RURAL),ACTIVO,1
ESTANCIA EL CANEY,PEREIRA,ESTABLECIMIENTO,VIVIENDAS TURÍSTICAS,FINCAS TURISTICAS (ALOJAMIENTO RURAL),ACTIVO,1
LA SELECTA ECO HOTEL,PEREIRA,ESTABLECIMIENTO,VIVIENDAS TURÍSTICAS,FINCAS TURISTICAS (ALOJAMIENTO RURAL),ACTIVO,1
FINCA HOTEL LA COLINA,PEREIRA,ESTABLECIMIENTO,VIVIENDAS TURÍSTICAS,FINCAS TURISTICAS (ALOJAMIENTO RURAL),ACTIVO,1
DAVID`S TURISMO RURAL FINCA EL AMPARO,PEREIRA,ESTABLECIMIENTO,VIVIENDAS TURÍSTICAS,FINCAS TURISTICAS (ALOJAMIENTO RURAL),ACTIVO,1
FINCA LOS ALCAZARES,PEREIRA,ESTABLECIMIENTO,VIVIENDAS TURÍSTICAS,FINCAS TURISTICAS (ALOJAMIENTO RURAL),ACTIVO,1
ECOHOTEL LA CASONA,PEREIRA,ESTABLECIMIENTO,VIVIENDAS TURÍSTICAS,FINCAS TURISTICAS (ALOJAMIENTO RURAL),ACTIVO,1
PRESTO PEI UNICENTRO,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE,ACTIVO,1
PIN BAR,PEREIRA,ESTABLECIMIENTO,BARES,GASTROBARES,ACTIVO,1
RESTAURANTE BAR BRISAS DEL RIO APIA,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE,ACTIVO,1
MC DONALD`S CIRCUNVALAR PEREIRA,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE DE COMIDA RÁPIDA,ACTIVO,1
MC DONALD`S ARBOLEDA,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE DE COMIDA RÁPIDA,ACTIVO,1
RESTAURANTE BAR BRISAS DEL RIO APIA,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE,ACTIVO,1
HAMBURGUESAS EL CORRAL SUCURSAL PARQUE ARBOLEDA,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE,ACTIVO,1
FRISBY G83,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE,ACTIVO,1
SAYONARA N. 6 ARBOLEDA,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE DE AUTOSERVICIO,ACTIVO,1
SAYONARA NO. 4 PEREIRA PLAZA,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE DE AUTOSERVICIO,ACTIVO,1
FRISBY G90,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE,ACTIVO,1
SAYONARA NO. 3 VICTORIA,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE DE COMIDA RÁPIDA,ACTIVO,1
LA BODEGA BBC ARBOLEDA,PEREIRA,ESTABLECIMIENTO,BARES,GASTROBARES,ACTIVO,1
PASTELERIA LUCERNA UNICENTRO,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE,ACTIVO,1
FRISBY NO.40,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE,ACTIVO,1
PASTELERIA LUCERNA,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE,ACTIVO,1
WINGZ,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE,ACTIVO,1
KOKORIKO PEREIRA EL LAGO,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE,ACTIVO,1
FRISBY Q48,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE DE AUTOSERVICIO,ACTIVO,1
FRISBY ARBOLEDA,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE DE AUTOSERVICIO,ACTIVO,1
DON JEDIONDO SOPITAS Y PARRILLA S A S,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE,ACTIVO,1
FRISBY NO.44,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE,ACTIVO,1
FRISBY NO.1,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE,ACTIVO,1
PIZZAS PICCOLO CIRCUNVALAR,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE,ACTIVO,1
G GRAJALES AUTOSERVICIO PLAZA BOLIVAR,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE DE AUTOSERVICIO,ACTIVO,1
G. GRAJALES AUTOSERVICIOS PRINCIPAL,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTO DE GASTRONOMÍA,RESTAURANTE DE AUTOSERVICIO,ACTIVO,1
CASA LA 15,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,APARTAHOTEL,ACTIVO,1
RANCHO MAMÁ MARÍA,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,APARTAHOTEL,ACTIVO,1
APARTA-HOTEL LAS CAMELIAS,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,APARTAHOTEL,ACTIVO,1
NOGAL HOSTEL,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,APARTAHOTEL,ACTIVO,1
KAPITAL SUITES,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,APARTAHOTEL,ACTIVO,1
RESIDENCIA IMPERIAL,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,APARTAHOTEL,ACTIVO,1
HOTEL CAFELIA,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,APARTAHOTEL,ACTIVO,1
MONTEROSA APARTAMENTOS AMOBLADOS,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,APARTAHOTEL,ACTIVO,1
APARTA HOTEL HABITAT,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,APARTAHOTEL,ACTIVO,1
APARTAHOTEL SAN JUAN DEL LAGO,PEREIRA,ESTABLECIMIENTO,ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO,APARTAHOTEL,ACTIVO,1
